fornavn,år,antall
Danuta,2016,248.0
Danuta,2017,239.0
Danuta,2018,237.0
Danuta,2019,240.0
Danuta,2020,238.0
Danuta,2021,248.0
Danuta,2022,253.0
Danuta,2023,252.0
Danuta,2024,251.0
Daria,2013,281.0
Daria,2014,322.0
Daria,2015,346.0
Daria,2016,356.0
Daria,2017,371.0
Daria,2018,387.0
Daria,2019,416.0
Daria,2020,428.0
Daria,2021,455.0
Daria,2022,743.0
Daria,2023,985.0
Daria,2024,1126.0
Daryna,2013,
Daryna,2014,
Daryna,2015,
Daryna,2016,
Daryna,2017,
Daryna,2018,
Daryna,2019,
Daryna,2020,
Daryna,2021,
Daryna,2022,
Daryna,2023,
Daryna,2024,225.0
Deborah,2013,
Deborah,2014,
Deborah,2015,
Deborah,2016,
Deborah,2017,
Deborah,2018,200.0
Deborah,2019,212.0
Deborah,2020,219.0
Deborah,2021,223.0
Deborah,2022,234.0
Deborah,2023,238.0
Deborah,2024,247.0
Denise,2013,
Denise,2014,
Denise,2015,
Denise,2016,
Denise,2017,
Denise,2018,
Denise,2019,
Denise,2020,
Denise,2021,
Denise,2022,208.0
Denise,2023,220.0
Denise,2024,224.0
Desiree,2013,240.0
Desiree,2014,243.0
Desiree,2015,250.0
Desiree,2016,252.0
Desiree,2017,249.0
Desiree,2018,250.0
Desiree,2019,251.0
Desiree,2020,247.0
Desiree,2021,
Desiree,2022,239.0
Desiree,2023,241.0
Desiree,2024,243.0
Diana,2013,1094.0
Diana,2014,1173.0
Diana,2015,1227.0
Diana,2016,1285.0
Diana,2017,1321.0
Diana,2018,1351.0
Diana,2019,1409.0
Diana,2020,1458.0
Diana,2021,1546.0
Diana,2022,1781.0
Diana,2023,2006.0
Diana,2024,2139.0
Dina,2013,2095.0
Dina,2014,2132.0
Dina,2015,2164.0
Dina,2016,2205.0
Dina,2017,2235.0
Dina,2018,2260.0
Dina,2019,2295.0
Dina,2020,2324.0
Dina,2021,2405.0
Dina,2022,2435.0
Dina,2023,2465.0
Dina,2024,2493.0
Dominika,2013,240.0
Dominika,2014,281.0
Dominika,2015,297.0
Dominika,2016,310.0
Dominika,2017,325.0
Dominika,2018,339.0
Dominika,2019,362.0
Dominika,2020,381.0
Dominika,2021,408.0
Dominika,2022,441.0
Dominika,2023,466.0
Dominika,2024,480.0
Dordi,2013,203.0
Dordi,2014,
Dordi,2015,
Dordi,2016,
Dordi,2017,
Dordi,2018,
Dordi,2019,
Dordi,2020,
Dordi,2021,
Dordi,2022,
Dordi,2023,
Dordi,2024,
Doris,2013,534.0
Doris,2014,514.0
Doris,2015,502.0
Doris,2016,497.0
Doris,2017,489.0
Doris,2018,480.0
Doris,2019,464.0
Doris,2020,455.0
Doris,2021,447.0
Doris,2022,435.0
Doris,2023,430.0
Doris,2024,423.0
Dorota,2013,537.0
Dorota,2014,580.0
Dorota,2015,599.0
Dorota,2016,600.0
Dorota,2017,618.0
Dorota,2018,622.0
Dorota,2019,630.0
Dorota,2020,640.0
Dorota,2021,657.0
Dorota,2022,663.0
Dorota,2023,676.0
Dorota,2024,676.0
Dorthe,2013,435.0
Dorthe,2014,437.0
Dorthe,2015,433.0
Dorthe,2016,437.0
Dorthe,2017,433.0
Dorthe,2018,430.0
Dorthe,2019,432.0
Dorthe,2020,433.0
Dorthe,2021,439.0
Dorthe,2022,443.0
Dorthe,2023,441.0
Dorthe,2024,441.0
Dorthea,2013,317.0
Dorthea,2014,314.0
Dorthea,2015,311.0
Dorthea,2016,304.0
Dorthea,2017,298.0
Dorthea,2018,301.0
Dorthea,2019,299.0
Dorthea,2020,298.0
Dorthea,2021,292.0
Dorthea,2022,293.0
Dorthea,2023,288.0
Dorthea,2024,284.0
Ea,2013,
Ea,2014,
Ea,2015,
Ea,2016,219.0
Ea,2017,247.0
Ea,2018,264.0
Ea,2019,281.0
Ea,2020,297.0
Ea,2021,321.0
Ea,2022,337.0
Ea,2023,349.0
Ea,2024,362.0
Ebba,2013,526.0
Ebba,2014,550.0
Ebba,2015,583.0
Ebba,2016,598.0
Ebba,2017,632.0
Ebba,2018,674.0
Ebba,2019,731.0
Ebba,2020,773.0
Ebba,2021,829.0
Ebba,2022,881.0
Ebba,2023,944.0
Ebba,2024,1010.0
Edda,2013,
Edda,2014,205.0
Edda,2015,211.0
Edda,2016,215.0
Edda,2017,224.0
Edda,2018,240.0
Edda,2019,244.0
Edda,2020,259.0
Edda,2021,262.0
Edda,2022,276.0
Edda,2023,290.0
Edda,2024,302.0
Edel,2013,2377.0
Edel,2014,2324.0
Edel,2015,2276.0
Edel,2016,2232.0
Edel,2017,2166.0
Edel,2018,2125.0
Edel,2019,2065.0
Edel,2020,2021.0
Edel,2021,2018.0
Edel,2022,1976.0
Edel,2023,1933.0
Edel,2024,1897.0
Eden,2013,
Eden,2014,
Eden,2015,
Eden,2016,205.0
Eden,2017,217.0
Eden,2018,230.0
Eden,2019,228.0
Eden,2020,243.0
Eden,2021,258.0
Eden,2022,268.0
Eden,2023,275.0
Eden,2024,279.0
Edit,2013,269.0
Edit,2014,266.0
Edit,2015,255.0
Edit,2016,245.0
Edit,2017,236.0
Edit,2018,228.0
Edit,2019,226.0
Edit,2020,214.0
Edit,2021,209.0
Edit,2022,203.0
Edit,2023,200.0
Edit,2024,
Edita,2013,251.0
Edita,2014,264.0
Edita,2015,270.0
Edita,2016,268.0
Edita,2017,276.0
Edita,2018,278.0
Edita,2019,287.0
Edita,2020,290.0
Edita,2021,288.0
Edita,2022,292.0
Edita,2023,293.0
Edita,2024,298.0
Edith,2013,2540.0
Edith,2014,2455.0
Edith,2015,2365.0
Edith,2016,2283.0
Edith,2017,2185.0
Edith,2018,2081.0
Edith,2019,1993.0
Edith,2020,1920.0
Edith,2021,1869.0
Edith,2022,1785.0
Edith,2023,1729.0
Edith,2024,1664.0
Edle,2013,406.0
Edle,2014,401.0
Edle,2015,397.0
Edle,2016,387.0
Edle,2017,380.0
Edle,2018,375.0
Edle,2019,369.0
Edle,2020,360.0
Edle,2021,362.0
Edle,2022,351.0
Edle,2023,344.0
Edle,2024,338.0
Edna,2013,410.0
Edna,2014,395.0
Edna,2015,378.0
Edna,2016,369.0
Edna,2017,358.0
Edna,2018,344.0
Edna,2019,334.0
Edna,2020,320.0
Edna,2021,320.0
Edna,2022,306.0
Edna,2023,301.0
Edna,2024,290.0
Edny,2013,205.0
Edny,2014,
Edny,2015,
Edny,2016,
Edny,2017,
Edny,2018,
Edny,2019,
Edny,2020,
Edny,2021,
Edny,2022,
Edny,2023,
Edny,2024,
Edyta,2013,249.0
Edyta,2014,286.0
Edyta,2015,301.0
Edyta,2016,301.0
Edyta,2017,304.0
Edyta,2018,315.0
Edyta,2019,318.0
Edyta,2020,325.0
Edyta,2021,334.0
Edyta,2022,338.0
Edyta,2023,341.0
Edyta,2024,342.0
Egle,2013,216.0
Egle,2014,238.0
Egle,2015,261.0
Egle,2016,270.0
Egle,2017,286.0
Egle,2018,285.0
Egle,2019,295.0
Egle,2020,303.0
Egle,2021,287.0
Egle,2022,287.0
Egle,2023,283.0
Egle,2024,286.0
Eila,2013,
Eila,2014,
Eila,2015,
Eila,2016,
Eila,2017,
Eila,2018,
Eila,2019,
Eila,2020,
Eila,2021,
Eila,2022,
Eila,2023,204.0
Eila,2024,213.0
Eileen,2013,574.0
Eileen,2014,571.0
Eileen,2015,574.0
Eileen,2016,584.0
Eileen,2017,593.0
Eileen,2018,599.0
Eileen,2019,602.0
Eileen,2020,609.0
Eileen,2021,603.0
Eileen,2022,620.0
Eileen,2023,622.0
Eileen,2024,635.0
Eilen,2013,202.0
Eilen,2014,204.0
Eilen,2015,205.0
Eilen,2016,205.0
Eilen,2017,205.0
Eilen,2018,206.0
Eilen,2019,207.0
Eilen,2020,207.0
Eilen,2021,
Eilen,2022,212.0
Eilen,2023,213.0
Eilen,2024,214.0
Eilin,2013,
Eilin,2014,202.0
Eilin,2015,201.0
Eilin,2016,
Eilin,2017,
Eilin,2018,200.0
Eilin,2019,204.0
Eilin,2020,205.0
Eilin,2021,209.0
Eilin,2022,207.0
Eilin,2023,207.0
Eilin,2024,211.0
Eir,2013,
Eir,2014,
Eir,2015,
Eir,2016,206.0
Eir,2017,211.0
Eir,2018,223.0
Eir,2019,233.0
Eir,2020,249.0
Eir,2021,274.0
Eir,2022,283.0
Eir,2023,290.0
Eir,2024,299.0
Eira,2013,679.0
Eira,2014,738.0
Eira,2015,793.0
Eira,2016,859.0
Eira,2017,929.0
Eira,2018,993.0
Eira,2019,1078.0
Eira,2020,1182.0
Eira,2021,1295.0
Eira,2022,1400.0
Eira,2023,1521.0
Eira,2024,1655.0
Eiril,2013,
Eiril,2014,
Eiril,2015,201.0
Eiril,2016,229.0
Eiril,2017,254.0
Eiril,2018,267.0
Eiril,2019,288.0
Eiril,2020,298.0
Eiril,2021,319.0
Eiril,2022,328.0
Eiril,2023,342.0
Eiril,2024,349.0
Eirill,2013,
Eirill,2014,
Eirill,2015,202.0
Eirill,2016,208.0
Eirill,2017,216.0
Eirill,2018,221.0
Eirill,2019,226.0
Eirill,2020,231.0
Eirill,2021,236.0
Eirill,2022,238.0
Eirill,2023,240.0
Eirill,2024,246.0
Eirin,2013,2667.0
Eirin,2014,2678.0
Eirin,2015,2686.0
Eirin,2016,2688.0
Eirin,2017,2703.0
Eirin,2018,2712.0
Eirin,2019,2721.0
Eirin,2020,2734.0
Eirin,2021,2750.0
Eirin,2022,2754.0
Eirin,2023,2761.0
Eirin,2024,2763.0
Eivor,2013,378.0
Eivor,2014,386.0
Eivor,2015,399.0
Eivor,2016,417.0
Eivor,2017,428.0
Eivor,2018,445.0
Eivor,2019,463.0
Eivor,2020,487.0
Eivor,2021,511.0
Eivor,2022,519.0
Eivor,2023,531.0
Eivor,2024,548.0
Ekaterina,2013,291.0
Ekaterina,2014,302.0
Ekaterina,2015,302.0
Ekaterina,2016,313.0
Ekaterina,2017,315.0
Ekaterina,2018,325.0
Ekaterina,2019,335.0
Ekaterina,2020,341.0
Ekaterina,2021,353.0
Ekaterina,2022,366.0
Ekaterina,2023,365.0
Ekaterina,2024,372.0
Ela,2013,
Ela,2014,
Ela,2015,
Ela,2016,
Ela,2017,
Ela,2018,
Ela,2019,
Ela,2020,
Ela,2021,
Ela,2022,
Ela,2023,
Ela,2024,211.0
Elbjørg,2013,310.0
Elbjørg,2014,299.0
Elbjørg,2015,290.0
Elbjørg,2016,281.0
Elbjørg,2017,273.0
Elbjørg,2018,260.0
Elbjørg,2019,248.0
Elbjørg,2020,233.0
Elbjørg,2021,220.0
Elbjørg,2022,214.0
Elbjørg,2023,203.0
Elbjørg,2024,
Eldbjørg,2013,1874.0
Eldbjørg,2014,1834.0
Eldbjørg,2015,1777.0
Eldbjørg,2016,1739.0
Eldbjørg,2017,1689.0
Eldbjørg,2018,1638.0
Eldbjørg,2019,1588.0
Eldbjørg,2020,1537.0
Eldbjørg,2021,1486.0
Eldbjørg,2022,1419.0
Eldbjørg,2023,1366.0
Eldbjørg,2024,1315.0
Eldrid,2013,490.0
Eldrid,2014,486.0
Eldrid,2015,475.0
Eldrid,2016,467.0
Eldrid,2017,456.0
Eldrid,2018,453.0
Eldrid,2019,442.0
Eldrid,2020,432.0
Eldrid,2021,416.0
Eldrid,2022,407.0
Eldrid,2023,400.0
Eldrid,2024,397.0
Elea,2013,
Elea,2014,
Elea,2015,
Elea,2016,
Elea,2017,208.0
Elea,2018,254.0
Elea,2019,297.0
Elea,2020,320.0
Elea,2021,361.0
Elea,2022,407.0
Elea,2023,428.0
Elea,2024,457.0
Eleah,2013,
Eleah,2014,
Eleah,2015,
Eleah,2016,
Eleah,2017,
Eleah,2018,
Eleah,2019,
Eleah,2020,210.0
Eleah,2021,237.0
Eleah,2022,257.0
Eleah,2023,273.0
Eleah,2024,291.0
Elen,2013,491.0
Elen,2014,486.0
Elen,2015,482.0
Elen,2016,484.0
Elen,2017,476.0
Elen,2018,471.0
Elen,2019,464.0
Elen,2020,457.0
Elen,2021,447.0
Elen,2022,457.0
Elen,2023,457.0
Elen,2024,450.0
Elena,2013,1898.0
Elena,2014,2015.0
Elena,2015,2123.0
Elena,2016,2204.0
Elena,2017,2286.0
Elena,2018,2393.0
Elena,2019,2457.0
Elena,2020,2519.0
Elena,2021,2661.0
Elena,2022,2781.0
Elena,2023,2863.0
Elena,2024,2946.0
Elfrid,2013,430.0
Elfrid,2014,420.0
Elfrid,2015,408.0
Elfrid,2016,393.0
Elfrid,2017,382.0
Elfrid,2018,375.0
Elfrid,2019,365.0
Elfrid,2020,346.0
Elfrid,2021,333.0
Elfrid,2022,321.0
Elfrid,2023,307.0
Elfrid,2024,303.0
Eli,2013,8299.0
Eli,2014,8228.0
Eli,2015,8146.0
Eli,2016,8053.0
Eli,2017,7985.0
Eli,2018,7893.0
Eli,2019,7811.0
Eli,2020,7743.0
Eli,2021,7954.0
Eli,2022,7858.0
Eli,2023,7764.0
Eli,2024,7659.0
Eliana,2013,
Eliana,2014,
Eliana,2015,
Eliana,2016,
Eliana,2017,
Eliana,2018,203.0
Eliana,2019,234.0
Eliana,2020,263.0
Eliana,2021,293.0
Eliana,2022,331.0
Eliana,2023,372.0
Eliana,2024,406.0
Elida,2013,822.0
Elida,2014,889.0
Elida,2015,954.0
Elida,2016,1028.0
Elida,2017,1070.0
Elida,2018,1117.0
Elida,2019,1156.0
Elida,2020,1205.0
Elida,2021,1276.0
Elida,2022,1309.0
Elida,2023,1333.0
Elida,2024,1367.0
Elif,2013,
Elif,2014,
Elif,2015,
Elif,2016,
Elif,2017,
Elif,2018,
Elif,2019,
Elif,2020,
Elif,2021,
Elif,2022,213.0
Elif,2023,226.0
Elif,2024,242.0
Elin,2013,14655.0
Elin,2014,14641.0
Elin,2015,14604.0
Elin,2016,14591.0
Elin,2017,14554.0
Elin,2018,14540.0
Elin,2019,14516.0
Elin,2020,14476.0
Elin,2021,14531.0
Elin,2022,14502.0
Elin,2023,14444.0
Elin,2024,14377.0
Elina,2013,745.0
Elina,2014,803.0
Elina,2015,855.0
Elina,2016,901.0
Elina,2017,953.0
Elina,2018,1003.0
Elina,2019,1046.0
Elina,2020,1094.0
Elina,2021,1172.0
Elina,2022,1234.0
Elina,2023,1294.0
Elina,2024,1344.0
Eline,2013,4004.0
Eline,2014,4181.0
Eline,2015,4323.0
Eline,2016,4459.0
Eline,2017,4617.0
Eline,2018,4735.0
Eline,2019,4857.0
Eline,2020,4983.0
Eline,2021,5130.0
Eline,2022,5225.0
Eline,2023,5332.0
Eline,2024,5454.0
Elinor,2013,348.0
Elinor,2014,348.0
Elinor,2015,347.0
Elinor,2016,349.0
Elinor,2017,342.0
Elinor,2018,347.0
Elinor,2019,353.0
Elinor,2020,356.0
Elinor,2021,367.0
Elinor,2022,370.0
Elinor,2023,369.0
Elinor,2024,375.0
Elisa,2013,695.0
Elisa,2014,731.0
Elisa,2015,756.0
Elisa,2016,780.0
Elisa,2017,808.0
Elisa,2018,833.0
Elisa,2019,853.0
Elisa,2020,883.0
Elisa,2021,930.0
Elisa,2022,960.0
Elisa,2023,982.0
Elisa,2024,1008.0
Elisabet,2013,910.0
Elisabet,2014,905.0
Elisabet,2015,916.0
Elisabet,2016,908.0
Elisabet,2017,902.0
Elisabet,2018,893.0
Elisabet,2019,884.0
Elisabet,2020,882.0
Elisabet,2021,877.0
Elisabet,2022,864.0
Elisabet,2023,861.0
Elisabet,2024,860.0
Elisabeth,2013,17541.0
Elisabeth,2014,17541.0
Elisabeth,2015,17528.0
Elisabeth,2016,17497.0
Elisabeth,2017,17475.0
Elisabeth,2018,17445.0
Elisabeth,2019,17429.0
Elisabeth,2020,17403.0
Elisabeth,2021,17382.0
Elisabeth,2022,17328.0
Elisabeth,2023,17281.0
Elisabeth,2024,17242.0
Elise,2013,6592.0
Elise,2014,6771.0
Elise,2015,6874.0
Elise,2016,7019.0
Elise,2017,7133.0
Elise,2018,7223.0
Elise,2019,7278.0
Elise,2020,7372.0
Elise,2021,7507.0
Elise,2022,7599.0
Elise,2023,7694.0
Elise,2024,7785.0
Eliza,2013,227.0
Eliza,2014,237.0
Eliza,2015,245.0
Eliza,2016,258.0
Eliza,2017,274.0
Eliza,2018,296.0
Eliza,2019,313.0
Eliza,2020,326.0
Eliza,2021,337.0
Eliza,2022,356.0
Eliza,2023,363.0
Eliza,2024,377.0
Elizabeth,2013,1053.0
Elizabeth,2014,1085.0
Elizabeth,2015,1105.0
Elizabeth,2016,1119.0
Elizabeth,2017,1133.0
Elizabeth,2018,1153.0
Elizabeth,2019,1186.0
Elizabeth,2020,1197.0
Elizabeth,2021,1234.0
Elizabeth,2022,1243.0
Elizabeth,2023,1263.0
Elizabeth,2024,1264.0
Ella,2013,3868.0
Ella,2014,4118.0
Ella,2015,4357.0
Ella,2016,4609.0
Ella,2017,4876.0
Ella,2018,5115.0
Ella,2019,5393.0
Ella,2020,5691.0
Ella,2021,6065.0
Ella,2022,6370.0
Ella,2023,6696.0
Ella,2024,6982.0
Elle,2013,
Elle,2014,
Elle,2015,
Elle,2016,
Elle,2017,
Elle,2018,
Elle,2019,211.0
Elle,2020,221.0
Elle,2021,251.0
Elle,2022,254.0
Elle,2023,267.0
Elle,2024,282.0
Ellen,2013,13277.0
Ellen,2014,13156.0
Ellen,2015,13038.0
Ellen,2016,12911.0
Ellen,2017,12811.0
Ellen,2018,12694.0
Ellen,2019,12587.0
Ellen,2020,12449.0
Ellen,2021,12693.0
Ellen,2022,12560.0
Ellen,2023,12418.0
Ellen,2024,12263.0
Elli,2013,
Elli,2014,
Elli,2015,
Elli,2016,
Elli,2017,
Elli,2018,
Elli,2019,
Elli,2020,
Elli,2021,
Elli,2022,
Elli,2023,235.0
Elli,2024,251.0
Ellie,2013,
Ellie,2014,
Ellie,2015,228.0
Ellie,2016,304.0
Ellie,2017,390.0
Ellie,2018,493.0
Ellie,2019,608.0
Ellie,2020,714.0
Ellie,2021,912.0
Ellie,2022,1063.0
Ellie,2023,1209.0
Ellie,2024,1382.0
Ellinor,2013,2242.0
Ellinor,2014,2320.0
Ellinor,2015,2401.0
Ellinor,2016,2498.0
Ellinor,2017,2589.0
Ellinor,2018,2679.0
Ellinor,2019,2798.0
Ellinor,2020,2959.0
Ellinor,2021,3115.0
Ellinor,2022,3291.0
Ellinor,2023,3503.0
Ellinor,2024,3743.0
Elly,2013,545.0
Elly,2014,546.0
Elly,2015,534.0
Elly,2016,515.0
Elly,2017,505.0
Elly,2018,493.0
Elly,2019,493.0
Elly,2020,488.0
Elly,2021,499.0
Elly,2022,491.0
Elly,2023,492.0
Elly,2024,495.0
Elma,2013,
Elma,2014,
Elma,2015,
Elma,2016,
Elma,2017,201.0
Elma,2018,204.0
Elma,2019,213.0
Elma,2020,217.0
Elma,2021,223.0
Elma,2022,243.0
Elma,2023,253.0
Elma,2024,265.0
Elna,2013,779.0
Elna,2014,744.0
Elna,2015,715.0
Elna,2016,681.0
Elna,2017,665.0
Elna,2018,622.0
Elna,2019,599.0
Elna,2020,565.0
Elna,2021,555.0
Elna,2022,525.0
Elna,2023,514.0
Elna,2024,489.0
Elsa,2013,3511.0
Elsa,2014,3438.0
Elsa,2015,3363.0
Elsa,2016,3271.0
Elsa,2017,3179.0
Elsa,2018,3117.0
Elsa,2019,3031.0
Elsa,2020,2968.0
Elsa,2021,2923.0
Elsa,2022,2865.0
Elsa,2023,2805.0
Elsa,2024,2737.0
Else,2013,12228.0
Else,2014,11894.0
Else,2015,11566.0
Else,2016,11223.0
Else,2017,10886.0
Else,2018,10576.0
Else,2019,10213.0
Else,2020,9898.0
Else,2021,10328.0
Else,2022,9949.0
Else,2023,9628.0
Else,2024,9289.0
Else-Marie,2013,298.0
Else-Marie,2014,292.0
Else-Marie,2015,284.0
Else-Marie,2016,275.0
Else-Marie,2017,272.0
Else-Marie,2018,269.0
Else-Marie,2019,265.0
Else-Marie,2020,258.0
Else-Marie,2021,
Else-Marie,2022,
Else-Marie,2023,
Else-Marie,2024,
Elsie,2013,277.0
Elsie,2014,273.0
Elsie,2015,268.0
Elsie,2016,262.0
Elsie,2017,253.0
Elsie,2018,253.0
Elsie,2019,245.0
Elsie,2020,242.0
Elsie,2021,247.0
Elsie,2022,240.0
Elsie,2023,239.0
Elsie,2024,240.0
Elvira,2013,634.0
Elvira,2014,702.0
Elvira,2015,793.0
Elvira,2016,852.0
Elvira,2017,899.0
Elvira,2018,948.0
Elvira,2019,1010.0
Elvira,2020,1069.0
Elvira,2021,1123.0
Elvira,2022,1206.0
Elvira,2023,1299.0
Elvira,2024,1371.0
Elzbieta,2013,469.0
Elzbieta,2014,486.0
Elzbieta,2015,500.0
Elzbieta,2016,508.0
Elzbieta,2017,512.0
Elzbieta,2018,504.0
Elzbieta,2019,499.0
Elzbieta,2020,492.0
Elzbieta,2021,499.0
Elzbieta,2022,505.0
Elzbieta,2023,509.0
Elzbieta,2024,512.0
Ema,2013,
Ema,2014,
Ema,2015,
Ema,2016,
Ema,2017,
Ema,2018,
Ema,2019,204.0
Ema,2020,219.0
Ema,2021,230.0
Ema,2022,240.0
Ema,2023,247.0
Ema,2024,265.0
Embla,2013,554.0
Embla,2014,595.0
Embla,2015,621.0
Embla,2016,651.0
Embla,2017,680.0
Embla,2018,710.0
Embla,2019,746.0
Embla,2020,789.0
Embla,2021,844.0
Embla,2022,888.0
Embla,2023,936.0
Embla,2024,984.0
Emelie,2013,272.0
Emelie,2014,293.0
Emelie,2015,297.0
Emelie,2016,294.0
Emelie,2017,289.0
Emelie,2018,299.0
Emelie,2019,297.0
Emelie,2020,310.0
Emelie,2021,317.0
Emelie,2022,327.0
Emelie,2023,337.0
Emelie,2024,348.0
Emely,2013,
Emely,2014,207.0
Emely,2015,213.0
Emely,2016,218.0
Emely,2017,228.0
Emely,2018,237.0
Emely,2019,241.0
Emely,2020,251.0
Emely,2021,258.0
Emely,2022,261.0
Emely,2023,261.0
Emely,2024,268.0
Emilia,2013,930.0
Emilia,2014,1051.0
Emilia,2015,1183.0
Emilia,2016,1301.0
Emilia,2017,1426.0
Emilia,2018,1533.0
Emilia,2019,1620.0
Emilia,2020,1723.0
Emilia,2021,1813.0
Emilia,2022,1950.0
Emilia,2023,2048.0
Emilia,2024,2132.0
Emilie,2013,8871.0
Emilie,2014,9238.0
Emilie,2015,9537.0
Emilie,2016,9840.0
Emilie,2017,10122.0
Emilie,2018,10421.0
Emilie,2019,10659.0
Emilie,2020,10964.0
Emilie,2021,11285.0
Emilie,2022,11506.0
Emilie,2023,11746.0
Emilie,2024,11989.0
Emilija,2013,
Emilija,2014,
Emilija,2015,
Emilija,2016,
Emilija,2017,
Emilija,2018,204.0
Emilija,2019,222.0
Emilija,2020,229.0
Emilija,2021,243.0
Emilija,2022,256.0
Emilija,2023,262.0
Emilija,2024,270.0
Emily,2013,1347.0
Emily,2014,1481.0
Emily,2015,1598.0
Emily,2016,1710.0
Emily,2017,1802.0
Emily,2018,1895.0
Emily,2019,2024.0
Emily,2020,2126.0
Emily,2021,2243.0
Emily,2022,2376.0
Emily,2023,2485.0
Emily,2024,2593.0
Emina,2013,239.0
Emina,2014,247.0
Emina,2015,259.0
Emina,2016,268.0
Emina,2017,273.0
Emina,2018,287.0
Emina,2019,293.0
Emina,2020,301.0
Emina,2021,309.0
Emina,2022,316.0
Emina,2023,325.0
Emina,2024,332.0
Emine,2013,439.0
Emine,2014,484.0
Emine,2015,530.0
Emine,2016,562.0
Emine,2017,605.0
Emine,2018,626.0
Emine,2019,662.0
Emine,2020,688.0
Emine,2021,714.0
Emine,2022,752.0
Emine,2023,778.0
Emine,2024,813.0
Emma,2013,9587.0
Emma,2014,10014.0
Emma,2015,10451.0
Emma,2016,10847.0
Emma,2017,11199.0
Emma,2018,11606.0
Emma,2019,12009.0
Emma,2020,12390.0
Emma,2021,13062.0
Emma,2022,13418.0
Emma,2023,13771.0
Emma,2024,14173.0
Emmeli,2013,
Emmeli,2014,
Emmeli,2015,
Emmeli,2016,
Emmeli,2017,
Emmeli,2018,
Emmeli,2019,203.0
Emmeli,2020,216.0
Emmeli,2021,232.0
Emmeli,2022,242.0
Emmeli,2023,260.0
Emmeli,2024,280.0
Emmeline,2013,
Emmeline,2014,
Emmeline,2015,
Emmeline,2016,
Emmeline,2017,
Emmeline,2018,
Emmeline,2019,202.0
Emmeline,2020,215.0
Emmeline,2021,226.0
Emmeline,2022,235.0
Emmeline,2023,240.0
Emmeline,2024,247.0
Emmy,2013,361.0
Emmy,2014,372.0
Emmy,2015,383.0
Emmy,2016,395.0
Emmy,2017,407.0
Emmy,2018,410.0
Emmy,2019,427.0
Emmy,2020,434.0
Emmy,2021,446.0
Emmy,2022,459.0
Emmy,2023,481.0
Emmy,2024,493.0
Enya,2013,
Enya,2014,
Enya,2015,
Enya,2016,
Enya,2017,208.0
Enya,2018,219.0
Enya,2019,230.0
Enya,2020,240.0
Enya,2021,252.0
Enya,2022,261.0
Enya,2023,275.0
Enya,2024,284.0
Erica,2013,576.0
Erica,2014,592.0
Erica,2015,610.0
Erica,2016,624.0
Erica,2017,638.0
Erica,2018,648.0
Erica,2019,657.0
Erica,2020,668.0
Erica,2021,686.0
Erica,2022,696.0
Erica,2023,710.0
Erica,2024,712.0
Erika,2013,1216.0
Erika,2014,1277.0
Erika,2015,1316.0
Erika,2016,1348.0
Erika,2017,1368.0
Erika,2018,1411.0
Erika,2019,1449.0
Erika,2020,1483.0
Erika,2021,1553.0
Erika,2022,1579.0
Erika,2023,1625.0
Erika,2024,1667.0
Erle,2013,1089.0
Erle,2014,1154.0
Erle,2015,1239.0
Erle,2016,1321.0
Erle,2017,1404.0
Erle,2018,1466.0
Erle,2019,1559.0
Erle,2020,1627.0
Erle,2021,1720.0
Erle,2022,1792.0
Erle,2023,1857.0
Erle,2024,1933.0
Erna,2013,2671.0
Erna,2014,2584.0
Erna,2015,2473.0
Erna,2016,2375.0
Erna,2017,2283.0
Erna,2018,2206.0
Erna,2019,2115.0
Erna,2020,2002.0
Erna,2021,1923.0
Erna,2022,1836.0
Erna,2023,1743.0
Erna,2024,1647.0
Ester,2013,2056.0
Ester,2014,1954.0
Ester,2015,1866.0
Ester,2016,1786.0
Ester,2017,1718.0
Ester,2018,1664.0
Ester,2019,1607.0
Ester,2020,1553.0
Ester,2021,1530.0
Ester,2022,1475.0
Ester,2023,1416.0
Ester,2024,1373.0
Esther,2013,1257.0
Esther,2014,1233.0
Esther,2015,1218.0
Esther,2016,1203.0
Esther,2017,1212.0
Esther,2018,1193.0
Esther,2019,1219.0
Esther,2020,1217.0
Esther,2021,1232.0
Esther,2022,1249.0
Esther,2023,1273.0
Esther,2024,1290.0
Eva,2013,19760.0
Eva,2014,19693.0
Eva,2015,19552.0
Eva,2016,19355.0
Eva,2017,19228.0
Eva,2018,19131.0
Eva,2019,19076.0
Eva,2020,19023.0
Eva,2021,19508.0
Eva,2022,19467.0
Eva,2023,19355.0
Eva,2024,19234.0
Evelina,2013,266.0
Evelina,2014,300.0
Evelina,2015,334.0
Evelina,2016,365.0
Evelina,2017,397.0
Evelina,2018,420.0
Evelina,2019,445.0
Evelina,2020,470.0
Evelina,2021,504.0
Evelina,2022,544.0
Evelina,2023,588.0
Evelina,2024,616.0
Eveline,2013,
Eveline,2014,
Eveline,2015,
Eveline,2016,
Eveline,2017,
Eveline,2018,
Eveline,2019,
Eveline,2020,
Eveline,2021,
Eveline,2022,
Eveline,2023,
Eveline,2024,214.0
Evelyn,2013,2058.0
Evelyn,2014,2057.0
Evelyn,2015,2038.0
Evelyn,2016,2018.0
Evelyn,2017,2012.0
Evelyn,2018,2003.0
Evelyn,2019,1990.0
Evelyn,2020,1978.0
Evelyn,2021,1964.0
Evelyn,2022,1957.0
Evelyn,2023,1962.0
