fornavn,år,antall
Emanuel,2018,368.0
Emanuel,2019,371.0
Emanuel,2020,385.0
Emanuel,2021,418.0
Emanuel,2022,433.0
Emanuel,2023,451.0
Emanuel,2024,471.0
Emil,2013,9226.0
Emil,2014,9670.0
Emil,2015,10006.0
Emil,2016,10364.0
Emil,2017,10734.0
Emil,2018,11107.0
Emil,2019,11447.0
Emil,2020,11843.0
Emil,2021,12326.0
Emil,2022,12749.0
Emil,2023,13071.0
Emil,2024,13461.0
Emilian,2013,403.0
Emilian,2014,473.0
Emilian,2015,538.0
Emilian,2016,614.0
Emilian,2017,688.0
Emilian,2018,741.0
Emilian,2019,788.0
Emilian,2020,837.0
Emilian,2021,898.0
Emilian,2022,943.0
Emilian,2023,980.0
Emilian,2024,1018.0
Emilio,2013,
Emilio,2014,
Emilio,2015,201.0
Emilio,2016,205.0
Emilio,2017,220.0
Emilio,2018,228.0
Emilio,2019,247.0
Emilio,2020,264.0
Emilio,2021,283.0
Emilio,2022,312.0
Emilio,2023,327.0
Emilio,2024,354.0
Emir,2013,245.0
Emir,2014,264.0
Emir,2015,276.0
Emir,2016,299.0
Emir,2017,321.0
Emir,2018,338.0
Emir,2019,359.0
Emir,2020,378.0
Emir,2021,403.0
Emir,2022,421.0
Emir,2023,445.0
Emir,2024,467.0
Emmanuel,2013,249.0
Emmanuel,2014,264.0
Emmanuel,2015,274.0
Emmanuel,2016,285.0
Emmanuel,2017,292.0
Emmanuel,2018,310.0
Emmanuel,2019,339.0
Emmanuel,2020,346.0
Emmanuel,2021,374.0
Emmanuel,2022,404.0
Emmanuel,2023,428.0
Emmanuel,2024,453.0
Emre,2013,250.0
Emre,2014,270.0
Emre,2015,292.0
Emre,2016,310.0
Emre,2017,331.0
Emre,2018,356.0
Emre,2019,382.0
Emre,2020,397.0
Emre,2021,418.0
Emre,2022,439.0
Emre,2023,459.0
Emre,2024,475.0
Emrik,2013,336.0
Emrik,2014,440.0
Emrik,2015,557.0
Emrik,2016,660.0
Emrik,2017,766.0
Emrik,2018,874.0
Emrik,2019,968.0
Emrik,2020,1070.0
Emrik,2021,1186.0
Emrik,2022,1281.0
Emrik,2023,1377.0
Emrik,2024,1449.0
Endre,2013,2829.0
Endre,2014,2853.0
Endre,2015,2866.0
Endre,2016,2867.0
Endre,2017,2875.0
Endre,2018,2885.0
Endre,2019,2892.0
Endre,2020,2889.0
Endre,2021,2879.0
Endre,2022,2899.0
Endre,2023,2899.0
Endre,2024,2900.0
Enes,2013,
Enes,2014,
Enes,2015,
Enes,2016,
Enes,2017,
Enes,2018,
Enes,2019,
Enes,2020,
Enes,2021,
Enes,2022,
Enes,2023,
Enes,2024,200.0
Eric,2013,1082.0
Eric,2014,1111.0
Eric,2015,1136.0
Eric,2016,1163.0
Eric,2017,1176.0
Eric,2018,1195.0
Eric,2019,1224.0
Eric,2020,1235.0
Eric,2021,1263.0
Eric,2022,1272.0
Eric,2023,1282.0
Eric,2024,1287.0
Erik,2013,20880.0
Erik,2014,20923.0
Erik,2015,20941.0
Erik,2016,21002.0
Erik,2017,20986.0
Erik,2018,21028.0
Erik,2019,20974.0
Erik,2020,20974.0
Erik,2021,21080.0
Erik,2022,21058.0
Erik,2023,21024.0
Erik,2024,21034.0
Erland,2013,851.0
Erland,2014,846.0
Erland,2015,850.0
Erland,2016,843.0
Erland,2017,833.0
Erland,2018,829.0
Erland,2019,826.0
Erland,2020,818.0
Erland,2021,816.0
Erland,2022,804.0
Erland,2023,798.0
Erland,2024,792.0
Erlend,2013,6654.0
Erlend,2014,6688.0
Erlend,2015,6710.0
Erlend,2016,6739.0
Erlend,2017,6774.0
Erlend,2018,6798.0
Erlend,2019,6816.0
Erlend,2020,6823.0
Erlend,2021,6821.0
Erlend,2022,6829.0
Erlend,2023,6828.0
Erlend,2024,6832.0
Erling,2013,6977.0
Erling,2014,6807.0
Erling,2015,6648.0
Erling,2016,6496.0
Erling,2017,6348.0
Erling,2018,6207.0
Erling,2019,6059.0
Erling,2020,5935.0
Erling,2021,5827.0
Erling,2022,5682.0
Erling,2023,5574.0
Erling,2024,5463.0
Ernst,2013,1542.0
Ernst,2014,1501.0
Ernst,2015,1473.0
Ernst,2016,1443.0
Ernst,2017,1408.0
Ernst,2018,1385.0
Ernst,2019,1349.0
Ernst,2020,1322.0
Ernst,2021,1349.0
Ernst,2022,1322.0
Ernst,2023,1294.0
Ernst,2024,1256.0
Esben,2013,397.0
Esben,2014,398.0
Esben,2015,397.0
Esben,2016,402.0
Esben,2017,404.0
Esben,2018,408.0
Esben,2019,405.0
Esben,2020,404.0
Esben,2021,404.0
Esben,2022,410.0
Esben,2023,410.0
Esben,2024,410.0
Eskil,2013,2088.0
Eskil,2014,2136.0
Eskil,2015,2173.0
Eskil,2016,2221.0
Eskil,2017,2260.0
Eskil,2018,2293.0
Eskil,2019,2326.0
Eskil,2020,2359.0
Eskil,2021,2404.0
Eskil,2022,2432.0
Eskil,2023,2454.0
Eskil,2024,2477.0
Eskild,2013,434.0
Eskild,2014,436.0
Eskild,2015,437.0
Eskild,2016,439.0
Eskild,2017,440.0
Eskild,2018,447.0
Eskild,2019,455.0
Eskild,2020,461.0
Eskild,2021,464.0
Eskild,2022,464.0
Eskild,2023,466.0
Eskild,2024,466.0
Espen,2013,14137.0
Espen,2014,14128.0
Espen,2015,14130.0
Espen,2016,14138.0
Espen,2017,14132.0
Espen,2018,14126.0
Espen,2019,14120.0
Espen,2020,14115.0
Espen,2021,14146.0
Espen,2022,14147.0
Espen,2023,14110.0
Espen,2024,14085.0
Esten,2013,
Esten,2014,200.0
Esten,2015,200.0
Esten,2016,202.0
Esten,2017,205.0
Esten,2018,205.0
Esten,2019,205.0
Esten,2020,209.0
Esten,2021,211.0
Esten,2022,211.0
Esten,2023,209.0
Esten,2024,209.0
Ethan,2013,
Ethan,2014,
Ethan,2015,
Ethan,2016,
Ethan,2017,
Ethan,2018,
Ethan,2019,
Ethan,2020,
Ethan,2021,
Ethan,2022,
Ethan,2023,211.0
Ethan,2024,224.0
Evald,2013,238.0
Evald,2014,232.0
Evald,2015,228.0
Evald,2016,225.0
Evald,2017,223.0
Evald,2018,216.0
Evald,2019,207.0
Evald,2020,206.0
Evald,2021,203.0
Evald,2022,202.0
Evald,2023,203.0
Evald,2024,
Evaldas,2013,
Evaldas,2014,
Evaldas,2015,
Evaldas,2016,
Evaldas,2017,
Evaldas,2018,203.0
Evaldas,2019,207.0
Evaldas,2020,210.0
Evaldas,2021,218.0
Evaldas,2022,214.0
Evaldas,2023,213.0
Evaldas,2024,219.0
Evan,2013,
Evan,2014,
Evan,2015,
Evan,2016,
Evan,2017,
Evan,2018,
Evan,2019,
Evan,2020,
Evan,2021,
Evan,2022,215.0
Evan,2023,221.0
Evan,2024,219.0
Even,2013,6470.0
Even,2014,6621.0
Even,2015,6782.0
Even,2016,6950.0
Even,2017,7111.0
Even,2018,7266.0
Even,2019,7430.0
Even,2020,7583.0
Even,2021,7803.0
Even,2022,7934.0
Even,2023,8114.0
Even,2024,8284.0
Eystein,2013,340.0
Eystein,2014,338.0
Eystein,2015,334.0
Eystein,2016,330.0
Eystein,2017,328.0
Eystein,2018,324.0
Eystein,2019,321.0
Eystein,2020,320.0
Eystein,2021,318.0
Eystein,2022,316.0
Eystein,2023,311.0
Eystein,2024,305.0
Eyvind,2013,395.0
Eyvind,2014,399.0
Eyvind,2015,401.0
Eyvind,2016,394.0
Eyvind,2017,393.0
Eyvind,2018,393.0
Eyvind,2019,390.0
Eyvind,2020,385.0
Eyvind,2021,383.0
Eyvind,2022,380.0
Eyvind,2023,376.0
Eyvind,2024,368.0
Fabian,2013,1036.0
Fabian,2014,1083.0
Fabian,2015,1129.0
Fabian,2016,1157.0
Fabian,2017,1178.0
Fabian,2018,1205.0
Fabian,2019,1227.0
Fabian,2020,1243.0
Fabian,2021,1282.0
Fabian,2022,1317.0
Fabian,2023,1330.0
Fabian,2024,1357.0
Faisal,2013,
Faisal,2014,
Faisal,2015,
Faisal,2016,204.0
Faisal,2017,216.0
Faisal,2018,221.0
Faisal,2019,225.0
Faisal,2020,227.0
Faisal,2021,230.0
Faisal,2022,238.0
Faisal,2023,238.0
Faisal,2024,249.0
Falk,2013,
Falk,2014,
Falk,2015,201.0
Falk,2016,215.0
Falk,2017,236.0
Falk,2018,251.0
Falk,2019,270.0
Falk,2020,303.0
Falk,2021,369.0
Falk,2022,405.0
Falk,2023,449.0
Falk,2024,497.0
Farhad,2013,
Farhad,2014,
Farhad,2015,
Farhad,2016,208.0
Farhad,2017,217.0
Farhad,2018,218.0
Farhad,2019,221.0
Farhad,2020,218.0
Farhad,2021,222.0
Farhad,2022,230.0
Farhad,2023,241.0
Farhad,2024,246.0
Felix,2013,1641.0
Felix,2014,1799.0
Felix,2015,1981.0
Felix,2016,2158.0
Felix,2017,2341.0
Felix,2018,2507.0
Felix,2019,2684.0
Felix,2020,2861.0
Felix,2021,3054.0
Felix,2022,3251.0
Felix,2023,3414.0
Felix,2024,3610.0
Ferdinand,2013,470.0
Ferdinand,2014,489.0
Ferdinand,2015,524.0
Ferdinand,2016,545.0
Ferdinand,2017,565.0
Ferdinand,2018,585.0
Ferdinand,2019,610.0
Ferdinand,2020,630.0
Ferdinand,2021,658.0
Ferdinand,2022,675.0
Ferdinand,2023,702.0
Ferdinand,2024,731.0
Fernando,2013,
Fernando,2014,
Fernando,2015,
Fernando,2016,
Fernando,2017,
Fernando,2018,202.0
Fernando,2019,212.0
Fernando,2020,226.0
Fernando,2021,233.0
Fernando,2022,246.0
Fernando,2023,257.0
Fernando,2024,264.0
Filip,2013,2844.0
Filip,2014,3096.0
Filip,2015,3323.0
Filip,2016,3531.0
Filip,2017,3744.0
Filip,2018,3965.0
Filip,2019,4197.0
Filip,2020,4433.0
Filip,2021,4683.0
Filip,2022,4949.0
Filip,2023,5129.0
Filip,2024,5366.0
Fillip,2013,359.0
Fillip,2014,392.0
Fillip,2015,444.0
Fillip,2016,486.0
Fillip,2017,524.0
Fillip,2018,568.0
Fillip,2019,612.0
Fillip,2020,651.0
Fillip,2021,700.0
Fillip,2022,722.0
Fillip,2023,743.0
Fillip,2024,764.0
Finn,2013,7014.0
Finn,2014,6894.0
Finn,2015,6768.0
Finn,2016,6662.0
Finn,2017,6552.0
Finn,2018,6438.0
Finn,2019,6321.0
Finn,2020,6227.0
Finn,2021,6381.0
Finn,2022,6246.0
Finn,2023,6139.0
Finn,2024,6036.0
Flemming,2013,324.0
Flemming,2014,321.0
Flemming,2015,316.0
Flemming,2016,314.0
Flemming,2017,314.0
Flemming,2018,307.0
Flemming,2019,309.0
Flemming,2020,308.0
Flemming,2021,311.0
Flemming,2022,306.0
Flemming,2023,304.0
Flemming,2024,304.0
Florian,2013,
Florian,2014,
Florian,2015,
Florian,2016,
Florian,2017,
Florian,2018,
Florian,2019,200.0
Florian,2020,209.0
Florian,2021,223.0
Florian,2022,234.0
Florian,2023,248.0
Florian,2024,260.0
Florin,2013,
Florin,2014,
Florin,2015,
Florin,2016,
Florin,2017,
Florin,2018,
Florin,2019,
Florin,2020,
Florin,2021,
Florin,2022,262.0
Florin,2023,287.0
Florin,2024,300.0
Francis,2013,
Francis,2014,
Francis,2015,
Francis,2016,200.0
Francis,2017,207.0
Francis,2018,221.0
Francis,2019,227.0
Francis,2020,231.0
Francis,2021,234.0
Francis,2022,243.0
Francis,2023,253.0
Francis,2024,256.0
Francisco,2013,272.0
Francisco,2014,293.0
Francisco,2015,300.0
Francisco,2016,312.0
Francisco,2017,313.0
Francisco,2018,319.0
Francisco,2019,325.0
Francisco,2020,333.0
Francisco,2021,349.0
Francisco,2022,358.0
Francisco,2023,368.0
Francisco,2024,378.0
Franciszek,2013,
Franciszek,2014,
Franciszek,2015,
Franciszek,2016,
Franciszek,2017,
Franciszek,2018,
Franciszek,2019,
Franciszek,2020,208.0
Franciszek,2021,219.0
Franciszek,2022,238.0
Franciszek,2023,253.0
Franciszek,2024,258.0
Frank,2013,10067.0
Frank,2014,9998.0
Frank,2015,9930.0
Frank,2016,9848.0
Frank,2017,9766.0
Frank,2018,9710.0
Frank,2019,9616.0
Frank,2020,9530.0
Frank,2021,9719.0
Frank,2022,9641.0
Frank,2023,9546.0
Frank,2024,9448.0
Frans,2013,207.0
Frans,2014,210.0
Frans,2015,211.0
Frans,2016,212.0
Frans,2017,218.0
Frans,2018,228.0
Frans,2019,242.0
Frans,2020,247.0
Frans,2021,271.0
Frans,2022,288.0
Frans,2023,315.0
Frans,2024,334.0
Fred,2013,1772.0
Fred,2014,1761.0
Fred,2015,1743.0
Fred,2016,1726.0
Fred,2017,1717.0
Fred,2018,1710.0
Fred,2019,1712.0
Fred,2020,1697.0
Fred,2021,1851.0
Fred,2022,1839.0
Fred,2023,1828.0
Fred,2024,1811.0
Freddy,2013,1260.0
Freddy,2014,1253.0
Freddy,2015,1245.0
Freddy,2016,1234.0
Freddy,2017,1219.0
Freddy,2018,1214.0
Freddy,2019,1197.0
Freddy,2020,1189.0
Freddy,2021,1184.0
Freddy,2022,1177.0
Freddy,2023,1170.0
Freddy,2024,1161.0
Frederik,2013,506.0
Frederik,2014,522.0
Frederik,2015,535.0
Frederik,2016,549.0
Frederik,2017,545.0
Frederik,2018,558.0
Frederik,2019,569.0
Frederik,2020,569.0
Frederik,2021,576.0
Frederik,2022,581.0
Frederik,2023,581.0
Frederik,2024,596.0
Fredrick,2013,303.0
Fredrick,2014,311.0
Fredrick,2015,313.0
Fredrick,2016,312.0
Fredrick,2017,314.0
Fredrick,2018,320.0
Fredrick,2019,318.0
Fredrick,2020,319.0
Fredrick,2021,323.0
Fredrick,2022,322.0
Fredrick,2023,324.0
Fredrick,2024,326.0
Fredrik,2013,13873.0
Fredrik,2014,13990.0
Fredrik,2015,14085.0
Fredrik,2016,14192.0
Fredrik,2017,14292.0
Fredrik,2018,14385.0
Fredrik,2019,14463.0
Fredrik,2020,14546.0
Fredrik,2021,14664.0
Fredrik,2022,14702.0
Fredrik,2023,14756.0
Fredrik,2024,14800.0
Fridtjof,2013,437.0
Fridtjof,2014,441.0
Fridtjof,2015,433.0
Fridtjof,2016,428.0
Fridtjof,2017,424.0
Fridtjof,2018,426.0
Fridtjof,2019,425.0
Fridtjof,2020,417.0
Fridtjof,2021,413.0
Fridtjof,2022,407.0
Fridtjof,2023,407.0
Fridtjof,2024,404.0
Frikk,2013,
Frikk,2014,
Frikk,2015,
Frikk,2016,
Frikk,2017,
Frikk,2018,
Frikk,2019,
Frikk,2020,
Frikk,2021,
Frikk,2022,201.0
Frikk,2023,211.0
Frikk,2024,218.0
Frithjof,2013,239.0
Frithjof,2014,232.0
Frithjof,2015,229.0
Frithjof,2016,225.0
Frithjof,2017,220.0
Frithjof,2018,218.0
Frithjof,2019,211.0
Frithjof,2020,211.0
Frithjof,2021,203.0
Frithjof,2022,
Frithjof,2023,
Frithjof,2024,
Frits,2013,267.0
Frits,2014,262.0
Frits,2015,259.0
Frits,2016,253.0
Frits,2017,243.0
Frits,2018,238.0
Frits,2019,228.0
Frits,2020,224.0
Frits,2021,232.0
Frits,2022,224.0
Frits,2023,216.0
Frits,2024,210.0
Fritz,2013,536.0
Fritz,2014,521.0
Fritz,2015,502.0
Fritz,2016,487.0
Fritz,2017,471.0
Fritz,2018,445.0
Fritz,2019,436.0
Fritz,2020,422.0
Fritz,2021,433.0
Fritz,2022,417.0
Fritz,2023,402.0
Fritz,2024,393.0
Frode,2013,11257.0
Frode,2014,11236.0
Frode,2015,11196.0
Frode,2016,11165.0
Frode,2017,11125.0
Frode,2018,11085.0
Frode,2019,11055.0
Frode,2020,11024.0
Frode,2021,11009.0
Frode,2022,10955.0
Frode,2023,10903.0
Frode,2024,10855.0
Gabriel,2013,2406.0
Gabriel,2014,2589.0
Gabriel,2015,2761.0
Gabriel,2016,2914.0
Gabriel,2017,3047.0
Gabriel,2018,3216.0
Gabriel,2019,3361.0
Gabriel,2020,3499.0
Gabriel,2021,3701.0
Gabriel,2022,3843.0
Gabriel,2023,3988.0
Gabriel,2024,4148.0
Gard,2013,1314.0
Gard,2014,1323.0
Gard,2015,1339.0
Gard,2016,1344.0
Gard,2017,1359.0
Gard,2018,1362.0
Gard,2019,1369.0
Gard,2020,1377.0
Gard,2021,1410.0
Gard,2022,1415.0
Gard,2023,1422.0
Gard,2024,1418.0
Gaute,2013,1963.0
Gaute,2014,1973.0
Gaute,2015,1986.0
Gaute,2016,1997.0
Gaute,2017,1997.0
Gaute,2018,2012.0
Gaute,2019,2017.0
Gaute,2020,2027.0
Gaute,2021,2034.0
Gaute,2022,2042.0
Gaute,2023,2047.0
Gaute,2024,2050.0
Gediminas,2013,
Gediminas,2014,207.0
Gediminas,2015,215.0
Gediminas,2016,218.0
Gediminas,2017,221.0
Gediminas,2018,218.0
Gediminas,2019,216.0
Gediminas,2020,214.0
Gediminas,2021,222.0
Gediminas,2022,220.0
Gediminas,2023,222.0
Gediminas,2024,216.0
Geir,2013,22440.0
Geir,2014,22380.0
Geir,2015,22270.0
Geir,2016,22188.0
Geir,2017,22103.0
Geir,2018,22018.0
Geir,2019,21913.0
Geir,2020,21806.0
Geir,2021,22323.0
Geir,2022,22185.0
Geir,2023,22042.0
Geir,2024,21865.0
Georg,2013,2261.0
Georg,2014,2251.0
Georg,2015,2260.0
Georg,2016,2267.0
Georg,2017,2289.0
Georg,2018,2300.0
Georg,2019,2315.0
Georg,2020,2331.0
Georg,2021,2394.0
Georg,2022,2436.0
Georg,2023,2476.0
Georg,2024,2492.0
George,2013,406.0
George,2014,428.0
George,2015,440.0
George,2016,461.0
George,2017,464.0
George,2018,474.0
George,2019,486.0
George,2020,493.0
George,2021,538.0
George,2022,550.0
George,2023,575.0
George,2024,599.0
Georgios,2013,
Georgios,2014,
Georgios,2015,
Georgios,2016,
Georgios,2017,
Georgios,2018,
Georgios,2019,
Georgios,2020,204.0
Georgios,2021,207.0
Georgios,2022,209.0
Georgios,2023,229.0
Georgios,2024,237.0
Gerhard,2013,430.0
Gerhard,2014,425.0
Gerhard,2015,420.0
Gerhard,2016,407.0
Gerhard,2017,399.0
Gerhard,2018,387.0
Gerhard,2019,376.0
Gerhard,2020,369.0
Gerhard,2021,361.0
Gerhard,2022,355.0
Gerhard,2023,341.0
Gerhard,2024,330.0
Gert,2013,219.0
Gert,2014,219.0
Gert,2015,216.0
Gert,2016,216.0
Gert,2017,210.0
Gert,2018,208.0
Gert,2019,209.0
Gert,2020,207.0
Gert,2021,216.0
Gert,2022,213.0
Gert,2023,208.0
Gert,2024,206.0
Gheorghe,2013,
Gheorghe,2014,
Gheorghe,2015,
Gheorghe,2016,
Gheorghe,2017,
Gheorghe,2018,
Gheorghe,2019,
Gheorghe,2020,
Gheorghe,2021,
Gheorghe,2022,
Gheorghe,2023,215.0
Gheorghe,2024,225.0
Giedrius,2013,224.0
Giedrius,2014,235.0
Giedrius,2015,239.0
Giedrius,2016,245.0
Giedrius,2017,249.0
Giedrius,2018,253.0
Giedrius,2019,262.0
Giedrius,2020,267.0
Giedrius,2021,264.0
Giedrius,2022,273.0
Giedrius,2023,265.0
Giedrius,2024,258.0
Gintaras,2013,219.0
Gintaras,2014,235.0
Gintaras,2015,242.0
Gintaras,2016,235.0
Gintaras,2017,228.0
Gintaras,2018,231.0
Gintaras,2019,236.0
Gintaras,2020,236.0
Gintaras,2021,235.0
Gintaras,2022,230.0
Gintaras,2023,229.0
Gintaras,2024,234.0
Gisle,2013,1229.0
Gisle,2014,1219.0
Gisle,2015,1216.0
Gisle,2016,1207.0
Gisle,2017,1200.0
Gisle,2018,1195.0
Gisle,2019,1190.0
Gisle,2020,1181.0
Gisle,2021,1180.0
Gisle,2022,1173.0
Gisle,2023,1165.0
Gisle,2024,1149.0
Gjermund,2013,1328.0
Gjermund,2014,1328.0
Gjermund,2015,1326.0
Gjermund,2016,1324.0
Gjermund,2017,1320.0
Gjermund,2018,1319.0
Gjermund,2019,1313.0
Gjermund,2020,1309.0
Gjermund,2021,1311.0
Gjermund,2022,1311.0
Gjermund,2023,1308.0
Gjermund,2024,1300.0
Gjert,2013,306.0
Gjert,2014,305.0
Gjert,2015,300.0
Gjert,2016,298.0
Gjert,2017,297.0
Gjert,2018,293.0
Gjert,2019,290.0
Gjert,2020,288.0
Gjert,2021,294.0
Gjert,2022,288.0
Gjert,2023,282.0
Gjert,2024,277.0
Glen,2013,209.0
Glen,2014,210.0
Glen,2015,210.0
Glen,2016,214.0
Glen,2017,208.0
Glen,2018,208.0
Glen,2019,210.0
Glen,2020,208.0
Glen,2021,219.0
Glen,2022,219.0
Glen,2023,218.0
Glen,2024,218.0
Glenn,2013,3856.0
Glenn,2014,3853.0
Glenn,2015,3848.0
Glenn,2016,3839.0
Glenn,2017,3826.0
Glenn,2018,3827.0
Glenn,2019,3818.0
Glenn,2020,3814.0
Glenn,2021,4110.0
Glenn,2022,4098.0
Glenn,2023,4083.0
Glenn,2024,4077.0
Goran,2013,208.0
Goran,2014,222.0
Goran,2015,240.0
Goran,2016,254.0
Goran,2017,266.0
Goran,2018,277.0
Goran,2019,291.0
Goran,2020,295.0
Goran,2021,295.0
Goran,2022,308.0
Goran,2023,310.0
Goran,2024,311.0
Gorm,2013,301.0
Gorm,2014,298.0
Gorm,2015,296.0
Gorm,2016,295.0
Gorm,2017,288.0
Gorm,2018,288.0
Gorm,2019,287.0
Gorm,2020,290.0
Gorm,2021,292.0
Gorm,2022,288.0
Gorm,2023,288.0
Gorm,2024,287.0
Grzegorz,2013,1607.0
Grzegorz,2014,1755.0
Grzegorz,2015,1832.0
Grzegorz,2016,1831.0
Grzegorz,2017,1843.0
Grzegorz,2018,1828.0
Grzegorz,2019,1846.0
Grzegorz,2020,1843.0
Grzegorz,2021,1882.0
Grzegorz,2022,1874.0
Grzegorz,2023,1871.0
Grzegorz,2024,1877.0
Gudbrand,2013,266.0
Gudbrand,2014,262.0
Gudbrand,2015,255.0
Gudbrand,2016,253.0
Gudbrand,2017,246.0
Gudbrand,2018,240.0
Gudbrand,2019,235.0
Gudbrand,2020,235.0
Gudbrand,2021,231.0
Gudbrand,2022,229.0
Gudbrand,2023,224.0
Gudbrand,2024,221.0
Gudmund,2013,1055.0
Gudmund,2014,1030.0
Gudmund,2015,996.0
Gudmund,2016,974.0
Gudmund,2017,949.0
Gudmund,2018,927.0
Gudmund,2019,908.0
Gudmund,2020,886.0
Gudmund,2021,872.0
Gudmund,2022,847.0
Gudmund,2023,827.0
Gudmund,2024,811.0
Gunnar,2013,14137.0
Gunnar,2014,13849.0
Gunnar,2015,13539.0
Gunnar,2016,13202.0
Gunnar,2017,12929.0
Gunnar,2018,12641.0
Gunnar,2019,12335.0
Gunnar,2020,12042.0
Gunnar,2021,11805.0
Gunnar,2022,11479.0
Gunnar,2023,11174.0
Gunnar,2024,10820.0
Gunvald,2013,382.0
Gunvald,2014,366.0
Gunvald,2015,352.0
Gunvald,2016,333.0
Gunvald,2017,322.0
Gunvald,2018,306.0
Gunvald,2019,288.0
Gunvald,2020,277.0
Gunvald,2021,270.0
Gunvald,2022,260.0
Gunvald,2023,247.0
Gunvald,2024,240.0
Gustav,2013,1835.0
Gustav,2014,1907.0
Gustav,2015,2012.0
Gustav,2016,2084.0
Gustav,2017,2189.0
Gustav,2018,2310.0
Gustav,2019,2426.0
Gustav,2020,2573.0
Gustav,2021,2789.0
Gustav,2022,2984.0
Gustav,2023,3198.0
Gustav,2024,3420.0
Guttorm,2013,702.0
Guttorm,2014,692.0
Guttorm,2015,680.0
Guttorm,2016,677.0
Guttorm,2017,664.0
Guttorm,2018,653.0
Guttorm,2019,639.0
Guttorm,2020,633.0
Guttorm,2021,630.0
Guttorm,2022,616.0
Guttorm,2023,602.0
Guttorm,2024,582.0
Gï¿½ran,2013,1135.0
Gï¿½ran,2014,1134.0
Gï¿½ran,2015,1135.0
Gï¿½ran,2016,1132.0
Gï¿½ran,2017,1126.0
Gï¿½ran,2018,1124.0
Gï¿½ran,2019,1128.0
Gï¿½ran,2020,1129.0
Gï¿½ran,2021,1086.0
Gï¿½ran,2022,1119.0
Gï¿½ran,2023,1126.0
Gï¿½ran,2024,1119.0
Haakon,2013,2497.0
Haakon,2014,2534.0
Haakon,2015,2575.0
Haakon,2016,2616.0
Haakon,2017,2665.0
Haakon,2018,2706.0
Haakon,2019,2741.0
Haakon,2020,2775.0
Haakon,2021,2831.0
Haakon,2022,2845.0
Haakon,2023,2862.0
Haakon,2024,2884.0
Haavard,2013,203.0
Haavard,2014,203.0
Haavard,2015,203.0
Haavard,2016,203.0
Haavard,2017,202.0
Haavard,2018,203.0
Haavard,2019,202.0
Haavard,2020,202.0
Haavard,2021,203.0
Haavard,2022,204.0
Haavard,2023,202.0
Haavard,2024,201.0
Hadi,2013,
Hadi,2014,
Hadi,2015,
Hadi,2016,
Hadi,2017,
Hadi,2018,
Hadi,2019,204.0
Hadi,2020,206.0
Hadi,2021,222.0
Hadi,2022,231.0
Hadi,2023,241.0
Hadi,2024,255.0
Haldor,2013,335.0
Haldor,2014,330.0
Haldor,2015,326.0
Haldor,2016,325.0
Haldor,2017,325.0
Haldor,2018,321.0
Haldor,2019,313.0
Haldor,2020,306.0
Haldor,2021,310.0
Haldor,2022,309.0
Haldor,2023,296.0
Haldor,2024,292.0
Halfdan,2013,296.0
Halfdan,2014,289.0
Halfdan,2015,288.0
Halfdan,2016,280.0
Halfdan,2017,282.0
Halfdan,2018,285.0
Halfdan,2019,279.0
Halfdan,2020,269.0
Halfdan,2021,270.0
Halfdan,2022,261.0
Halfdan,2023,256.0
Halfdan,2024,256.0
Hallgeir,2013,947.0
Hallgeir,2014,945.0
Hallgeir,2015,942.0
Hallgeir,2016,938.0
Hallgeir,2017,937.0
Hallgeir,2018,936.0
Hallgeir,2019,933.0
Hallgeir,2020,926.0
Hallgeir,2021,919.0
Hallgeir,2022,920.0
Hallgeir,2023,915.0
Hallgeir,2024,909.0
Hallstein,2013,302.0
Hallstein,2014,300.0
Hallstein,2015,295.0
Hallstein,2016,290.0
Hallstein,2017,289.0
Hallstein,2018,284.0
Hallstein,2019,279.0
Hallstein,2020,278.0
Hallstein,2021,277.0
Hallstein,2022,273.0
Hallstein,2023,263.0
Hallstein,2024,259.0
Hallvard,2013,1546.0
Hallvard,2014,1547.0
Hallvard,2015,1544.0
Hallvard,2016,1538.0
Hallvard,2017,1526.0
Hallvard,2018,1523.0
Hallvard,2019,1525.0
Hallvard,2020,1517.0
Hallvard,2021,1515.0
Hallvard,2022,1507.0
Hallvard,2023,1500.0
Hallvard,2024,1491.0
Halvard,2013,1476.0
Halvard,2014,1466.0
Halvard,2015,1459.0
Halvard,2016,1446.0
Halvard,2017,1425.0
Halvard,2018,1417.0
Halvard,2019,1387.0
Halvard,2020,1370.0
Halvard,2021,1357.0
Halvard,2022,1345.0
Halvard,2023,1323.0
Halvard,2024,1312.0
Halvor,2013,3034.0
Halvor,2014,3023.0
Halvor,2015,3001.0
Halvor,2016,3008.0
Halvor,2017,3017.0
Halvor,2018,3009.0
Halvor,2019,3003.0
Halvor,2020,2994.0
Halvor,2021,2986.0
Halvor,2022,2968.0
Halvor,2023,2955.0
Halvor,2024,2942.0
Hamid,2013,311.0
Hamid,2014,320.0
Hamid,2015,327.0
Hamid,2016,341.0
Hamid,2017,352.0
Hamid,2018,359.0
Hamid,2019,369.0
Hamid,2020,372.0
Hamid,2021,378.0
Hamid,2022,387.0
Hamid,2023,395.0
Hamid,2024,404.0
Hamza,2013,474.0
Hamza,2014,492.0
Hamza,2015,528.0
Hamza,2016,571.0
Hamza,2017,619.0
Hamza,2018,652.0
Hamza,2019,675.0
Hamza,2020,707.0
Hamza,2021,746.0
Hamza,2022,771.0
